,name,orcid,link,title,date,journal
255,Błażej Smykowski,https://orcid.org/0000-0001-7231-2159,https://doi.org/10.26881/pwe.2018.42.05,Znaczenie dla pedologii odkrycia przez Lwa S. Wygotskiego okresów kryzysu w kulturowym rozwoju dzieci i młodzieży,2018,Problemy Wczesnej Edukacji
256,Błażej Smykowski,https://orcid.org/0000-0001-7231-2159,https://doi.org/10.5604/01.3001.0010.5503,Eksperymentalna metoda podwójnej stymulacji w diagnozowaniu gotowości dzieci do uczenia się pod kierunkiem,2017,Psychologia Wychowawcza
257,Błażej Smykowski,https://orcid.org/0000-0001-7231-2159,https://doi.org/10.14656/pfp20170107,Skala Spontaniczność-Reaktywność (S-RS): konstrukcja i właściwości psychometryczne,2017,Polskie Forum Psychologiczne
258,Błażej Smykowski,https://orcid.org/0000-0001-7231-2159,https://doi.org/10.14691/cppj.23.1.97,Student wobec oczekiwań dorosłości,2017,Czasopismo Psychologiczne
259,Emilia Soroko,https://orcid.org/0000-0003-3527-1698,https://doi.org/10.26774/wrhm.269,Wywiad historyczny. Propozycja metody badawczej,2021-06-18,Wrocławski Rocznik Historii Mówionej
260,Emilia Soroko,https://orcid.org/0000-0003-3527-1698,https://doi.org/10.1007/s10447-020-09405-x,Shaping Social and Psychological Competencies or Intervening in a Crisis? Sociotherapists’ Experiences of Helping Adolescents in Poland,2020-12-12,International Journal for the Advancement of Counselling
261,Emilia Soroko,https://orcid.org/0000-0003-3527-1698,https://doi.org/10.17169/fqs-21.1.3432,Qualitative Content Analysis in Clinical Psychology to Explain the Pathomechanism of Personality Disorders,2020-01-28,Forum Qualitative Sozialforschung / Forum: Qualitative Social Research
262,Emilia Soroko,https://orcid.org/0000-0003-3527-1698,https://doi.org/10.14656/pfp20190406,Polska wersja kwestionariusza do badania świadomości tożsamości narracyjnej,2019,Polskie Forum Psychologiczne
263,Emilia Soroko,https://orcid.org/0000-0003-3527-1698,https://doi.org/10.5114/cipp.2018.80195,Beyond descriptions: selected aspects of science and practice in clinical psychology and personality psychopathology,2018,Current Issues in Personality Psychology
264,Emilia Soroko,https://orcid.org/0000-0003-3527-1698,https://doi.org/10.18148/srm/2018.v12i2.7224,How to avoid the sins of questionnaires abridgement?,2018,Survey Research Methods
265,Emilia Soroko,https://orcid.org/0000-0003-3527-1698,https://doi.org/10.5114/cipp.2018.80198,Levels of personality organization and internal relational patterns,2018,Current Issues in Personality Psychology
266,Emilia Soroko,https://orcid.org/0000-0003-3527-1698,https://doi.org/10.5114/cipp.2017.70141,Evidence-based assessment in a transtheoretical and paradigmatic approach,2017,Current Issues in Personality Psychology
267,Emilia Soroko,https://orcid.org/0000-0003-3527-1698,https://doi.org/10.1037/pap0000117,Between verbalization and reflection: Referential activity and narrative processes in borderline personality organization.,2017-10,Psychoanalytic Psychology
268,Filip Szumski,https://orcid.org/0000-0002-0916-6993,https://doi.org/10.1037/neu0000703,Deviant sexual interests but not antisocial behaviors are associated with deficits in executive functioning in individuals convicted of sexual offenses against children,2020,Neuropsychology
269,Filip Szumski,https://orcid.org/0000-0002-0916-6993,https://doi.org/10.12740/pp/116908,High or very high recidivism risk? The possibilities of recidivism risk assessment under the Polish SVP law (the Act of 22 November 2013),2020-12-31,Psychiatria Polska
270,Filip Szumski,https://orcid.org/0000-0002-0916-6993,https://doi.org/10.1080/00224499.2019.1669523,Encountering an Exhibitionist: The Female Victim’s Perspective,2020-06-12,The Journal of Sex Research
271,Filip Szumski,https://orcid.org/0000-0002-0916-6993,https://doi.org/10.1016/j.avb.2018.02.001,Distorted cognition related to male sexual offending: The multi-mechanism theory of cognitive distortions (MMT-CD),2018-03,Aggression and Violent Behavior
272,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.1007/s11225-021-09963-0,An Abductive Question-Answer System for the Minimal Logic of Formal Inconsistency $$\mathsf {mbC}$$,2021,Studia Logica
273,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.21146/2074-1472-2020-26-2-106-115,"Formal modeling of human reasoning: errors, limitations and Baconian bees",2020-12-13,Logical Investigations
274,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.1177/1609406920909674,Find Out A New Method to Study Abductive Reasoning in Empirical Research,2020-01-01,International Journal of Qualitative Methods
275,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.1093/jigpal/jzz037,Abductive reasoning: let’s Find Out some models,2019-12-18,Logic Journal of the IGPL
276,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.12775/rf.2019.021,"""Jak na to wpadłeś, Holmesie?”. Inferencyjna Logika Pytań w formalnym modelowaniu rozwiązywania problemów w dochodzeniach Sherlocka Holmesa",2019-06-22,Ruch Filozoficzny
277,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.12775/llp.2018.015,"An introduction to the special issue on logic, cognition and argumentation",2018,Logic and Logical Philosophy
278,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.1007/s11245-016-9381-4,Assessing Levels of Epistemological Understanding: The Standardized Epistemological Understanding Assessment (SEUA),2018,
279,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.26333/sts.xxxii1.03,Modelowanie rozumowań abdukcyjnych: przypadek gry Takie Życie,2018,Studia Semiotyczne
280,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.12775/llp.2018.016,Abduction: Some Conceptual Issues,2018-11-17,Logic and Logical Philosophy
281,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.12775/llp.2018.010,Epistemic Erotetic Search Scenarios,2018-07-26,Logic and Logical Philosophy
282,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.12775/llp.2017.025,An introduction to the special issue on question processing,2017,Logic and Logical Philosophy
283,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.15398/jlm.v5i3.190,Erotetic Reasoning  Corpus. A data set for research on natural question processing,2017,Journal of Language Modelling
284,Mariusz Urbański,https://orcid.org/0000-0002-8682-5307,https://doi.org/10.12775/llp.2017.015,Yet Another Shade of Deduction. On measuring deductive flexibility and how it may relate to other cognitive abilities,2017-05-24,Logic and Logical Philosophy
285,Julita Wojciechowska,https://orcid.org/0000-0003-1678-3954,https://doi.org/10.14746/cis.2020.49.12,"Humanista w dobrym kontakcie, czyli o tutoringu akademickim",2020-06-15,Człowiek i Społeczeństwo
286,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.1159/000516181,Dysfunctional Coping Mediates the Relationship between Stress and Mental Health in Health-Care Staff Working amid the COVID-19 Pandemic,2021,Medical Principles and Practice
287,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.20883/medical.e515,Posttraumatic Stress Disorder symptoms in persons involved in road accidents and paramedics,2021-06-29,Journal of Medical Science
288,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.20883/medical.e509,Worry and the level of depression among patients with type 1 diabetes mellitus. The mediating role of illness acceptance,2021-06-29,Journal of Medical Science
289,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.1007/s11414-021-09761-5,Mental Health Outcomes Associated with COVID-19 Pandemic in a Group of Health Care Professionals,2021-06-07,The Journal of Behavioral Health Services & Research
290,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.1159/000503708,Coping and Life Satisfaction: Mediating Role of Ego-Resiliency in Patients with Rheumatoid Arthritis,2020,Medical Principles and Practice
291,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.1155/2019/2069716,Psychosocial Predictors of Bruxism,2019-10-13,BioMed Research International
292,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.1155/2019/1473925,Mental Health and Rheumatoid Arthritis: Toward Understanding the Emotional Status of People with Chronic Disease,2019-02-11,BioMed Research International
293,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.13075/mp.5893.00757,General and specific individual post-traumatic stress disorder-related mechanisms among paramedics,2019-01-31,Medycyna Pracy
294,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,Habitual worry as a factor sustaining depressive symptoms in patients with rheumatoid arthritis,2018,Przegląd Psychologiczny
295,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,Habitual worry as a factor sustaining depressive symptoms in patients with rheumatoid arthritis. ,2018,Przegląd Psychologiczny
296,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,Poznawcza Reprezentacja choroby a funkcjonowanie osób z chorobą niedokrwienną serca,2018,"Acta Bio-Optica et Informatica Medica, Inżynieria Biomedyczna"
297,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,"Report from the 11th National Scientific Conference of the Health Psychology Section of the Polish Psychological Society “Health in a Changing World—Threats and Challenges” Institute of Psychology, Adam Mickiewicz University Poznan: 12–14 May, 2017",2018,Przegląd Psychologiczny
298,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,"Report from the 11th National Scientific Conference of the Health Psychology Section of the Polish Psychological Society “Health in a Changing World—Threats and Challenges” Institute of Psychology, Adam Mickiewicz University Poznan: 12–14 May, 2017.",2018,Przegląd Psychologiczny
299,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,Różnice płciowe w rozwoju wczesnych nieadaptacyjnych schematów. Badania prowadzone na grupie młodzieży doznającej przemocy w rodzinie,2018,"Dziecko krzywdzone. Teoria, badania, praktyka."
300,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,Człowiek w sytuacji choroby przewlekłej. ,2017,
301,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.1515/ppb-2017-0042,Determinants of health-related lifestyle.Comparative study of the functioning of young adults in 2003 and 2013.,2017,Polish Psychological Bulletin
302,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,Nawrót choroby nowotworowej – emocjonalne konsekwencje i możliwości psychologicznej pomocy,2017,Zeszyty Naukowe Wielkopolskiego Centrum Onkologii / Letters in Oncology Science
303,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,Nawrót choroby nowotworowej – emocjonalne konsekwencje i możliwości psychologicznej pomocy.,2017,Zeszyty Naukowe Wielkopolskiego Centrum Onkologii
304,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.35841/psychology-cognition.2.1.17-20,The role of tomatis sound therapy in the treatment of difficulties in reading in children with developmental dyslexia.,2017,Journal of Psychology and Cognition
305,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,Wiedza naukowa a praktyka społeczna na przykładzie psychologii zdrowia: O dyscyplinie naukowej na zakręcie,2017,Nauka
306,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,Wiedza naukowa a praktyka społeczna na przykładzie psychologii zdrowia: O dyscyplinie naukowej na zakręcie.,2017,Nauka
307,Joanna Zinczuk-Zielazna,https://orcid.org/0000-0003-2521-0322,https://doi.org/10.17951/j.2018.31.4.197-217,"Autopercepcja cech osobowości u kobiet niskolękowych, wysokolękowych i wypierających",2019-04-26,
308,Joanna Zinczuk-Zielazna,https://orcid.org/0000-0003-2521-0322,https://doi.org/10.5114/cipp.2018.80201,Verbal fluency and emotional expression in young women differing in their styles of coping with threatening stimuli,2018,
309,Joanna Zinczuk-Zielazna,https://orcid.org/0000-0003-2521-0322,https://doi.org/10.1515/plc-2017-0003,Explainers as an indicator of defensive attitude to experienced anxiety in young women differing in their styles of coping with threatening stimuli,2017,Psychology of Language and Communication
